,player_code,first_name,web_name,second_name,player_name,position_id,position,team,round,value,selected,fixture,round_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,expected_fpl_minutes,expected_fpl_cleansheet_eligible,expected_goals,expected_assists,expected_goals_conceded,xbonus,expected_fpl_points,fpl_points_over_expected
1490,53,Boubacar,Kamara,Kamara,Boubacar Kamara,3,MID,Aston Villa,14,4800000,10160,NEW (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1503,53,Boubacar,Kamara,Kamara,Boubacar Kamara,3,MID,Aston Villa,27,4800000,10265,WHU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1504,53,Boubacar,Kamara,Kamara,Boubacar Kamara,3,MID,Aston Villa,28,4800000,10118,BOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1506,53,Boubacar,Kamara,Kamara,Boubacar Kamara,3,MID,Aston Villa,30,4800000,9986,NFO (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1627,58,Junior,Stanislas,Stanislas,Junior Stanislas,3,MID,Bournemouth,5,4800000,4111,WOL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1628,58,Junior,Stanislas,Stanislas,Junior Stanislas,3,MID,Bournemouth,6,4800000,3354,NFO (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1629,58,Junior,Stanislas,Stanislas,Junior Stanislas,3,MID,Bournemouth,8,4800000,2825,NEW (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1630,58,Junior,Stanislas,Stanislas,Junior Stanislas,3,MID,Bournemouth,9,4800000,2885,BRE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1631,58,Junior,Stanislas,Stanislas,Junior Stanislas,3,MID,Bournemouth,10,4800000,2751,LEI (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1632,58,Junior,Stanislas,Stanislas,Junior Stanislas,3,MID,Bournemouth,11,4800000,2588,FUL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1634,58,Junior,Stanislas,Stanislas,Junior Stanislas,3,MID,Bournemouth,13,4800000,2574,WHU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1635,58,Junior,Stanislas,Stanislas,Junior Stanislas,3,MID,Bournemouth,14,4800000,2563,TOT (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1637,58,Junior,Stanislas,Stanislas,Junior Stanislas,3,MID,Bournemouth,16,4800000,2494,EVE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1638,58,Junior,Stanislas,Stanislas,Junior Stanislas,3,MID,Bournemouth,17,4800000,2472,CHE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1639,58,Junior,Stanislas,Stanislas,Junior Stanislas,3,MID,Bournemouth,18,4800000,2454,CRY (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1640,58,Junior,Stanislas,Stanislas,Junior Stanislas,3,MID,Bournemouth,19,4800000,2392,MUN (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1641,58,Junior,Stanislas,Stanislas,Junior Stanislas,3,MID,Bournemouth,20,4800000,2329,BRE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1642,58,Junior,Stanislas,Stanislas,Junior Stanislas,3,MID,Bournemouth,21,4800000,2293,NFO (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1643,58,Junior,Stanislas,Stanislas,Junior Stanislas,3,MID,Bournemouth,22,4800000,2256,BHA (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1644,58,Junior,Stanislas,Stanislas,Junior Stanislas,3,MID,Bournemouth,23,4800000,2235,NEW (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1645,58,Junior,Stanislas,Stanislas,Junior Stanislas,3,MID,Bournemouth,24,4800000,2233,WOL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1646,58,Junior,Stanislas,Stanislas,Junior Stanislas,3,MID,Bournemouth,25,4800000,2247,MCI (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1647,58,Junior,Stanislas,Stanislas,Junior Stanislas,3,MID,Bournemouth,26,4800000,2255,ARS (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1648,58,Junior,Stanislas,Stanislas,Junior Stanislas,3,MID,Bournemouth,27,4800000,2249,LIV (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1649,58,Junior,Stanislas,Stanislas,Junior Stanislas,3,MID,Bournemouth,28,4800000,2246,AVL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1650,58,Junior,Stanislas,Stanislas,Junior Stanislas,3,MID,Bournemouth,29,4800000,4414,FUL (H) / BHA (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1651,58,Junior,Stanislas,Stanislas,Junior Stanislas,3,MID,Bournemouth,30,4800000,2196,LEI (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1773,63,Emiliano,Marcondes,Marcondes,Emiliano Marcondes,3,MID,Bournemouth,6,4800000,1822,NFO (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1774,63,Emiliano,Marcondes,Marcondes,Emiliano Marcondes,3,MID,Bournemouth,8,4800000,1876,NEW (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1775,63,Emiliano,Marcondes,Marcondes,Emiliano Marcondes,3,MID,Bournemouth,9,4800000,1907,BRE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1776,63,Emiliano,Marcondes,Marcondes,Emiliano Marcondes,3,MID,Bournemouth,10,4800000,1967,LEI (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1777,63,Emiliano,Marcondes,Marcondes,Emiliano Marcondes,3,MID,Bournemouth,11,4800000,1912,FUL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1778,63,Emiliano,Marcondes,Marcondes,Emiliano Marcondes,3,MID,Bournemouth,12,4800000,1896,SOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1779,63,Emiliano,Marcondes,Marcondes,Emiliano Marcondes,3,MID,Bournemouth,13,4800000,1880,WHU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2091,74,Siriki,Dembélé,Dembélé,Siriki Dembélé,3,MID,Bournemouth,5,4800000,8309,WOL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2092,74,Siriki,Dembélé,Dembélé,Siriki Dembélé,3,MID,Bournemouth,6,4800000,8256,NFO (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2093,74,Siriki,Dembélé,Dembélé,Siriki Dembélé,3,MID,Bournemouth,8,4800000,8268,NEW (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2094,74,Siriki,Dembélé,Dembélé,Siriki Dembélé,3,MID,Bournemouth,9,4800000,8309,BRE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2095,74,Siriki,Dembélé,Dembélé,Siriki Dembélé,3,MID,Bournemouth,10,4800000,8299,LEI (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2466,87,Saman,Ghoddos,Ghoddos,Saman Ghoddos,3,MID,Brentford,13,4800000,2637,AVL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2467,87,Saman,Ghoddos,Ghoddos,Saman Ghoddos,3,MID,Brentford,14,4800000,2600,WOL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2469,87,Saman,Ghoddos,Ghoddos,Saman Ghoddos,3,MID,Brentford,16,4800000,2581,MCI (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2473,87,Saman,Ghoddos,Ghoddos,Saman Ghoddos,3,MID,Brentford,20,4800000,2634,BOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2474,87,Saman,Ghoddos,Ghoddos,Saman Ghoddos,3,MID,Brentford,21,4800000,2612,LEE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2475,87,Saman,Ghoddos,Ghoddos,Saman Ghoddos,3,MID,Brentford,22,4800000,2625,SOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2476,87,Saman,Ghoddos,Ghoddos,Saman Ghoddos,3,MID,Brentford,23,4800000,2635,ARS (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2477,87,Saman,Ghoddos,Ghoddos,Saman Ghoddos,3,MID,Brentford,24,4800000,2646,CRY (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2478,87,Saman,Ghoddos,Ghoddos,Saman Ghoddos,3,MID,Brentford,26,4800000,2642,FUL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2480,87,Saman,Ghoddos,Ghoddos,Saman Ghoddos,3,MID,Brentford,28,4800000,2682,LEI (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2482,87,Saman,Ghoddos,Ghoddos,Saman Ghoddos,3,MID,Brentford,30,4800000,2673,NEW (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2638,93,Frank,Onyeka,Onyeka,Frank Onyeka,3,MID,Brentford,17,4800000,4130,TOT (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2639,93,Frank,Onyeka,Onyeka,Frank Onyeka,3,MID,Brentford,18,4800000,3921,WHU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2640,93,Frank,Onyeka,Onyeka,Frank Onyeka,3,MID,Brentford,19,4800000,3783,LIV (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2641,93,Frank,Onyeka,Onyeka,Frank Onyeka,3,MID,Brentford,20,4800000,3638,BOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2642,93,Frank,Onyeka,Onyeka,Frank Onyeka,3,MID,Brentford,21,4800000,3524,LEE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2643,93,Frank,Onyeka,Onyeka,Frank Onyeka,3,MID,Brentford,22,4800000,3442,SOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2644,93,Frank,Onyeka,Onyeka,Frank Onyeka,3,MID,Brentford,23,4800000,3446,ARS (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2645,93,Frank,Onyeka,Onyeka,Frank Onyeka,3,MID,Brentford,24,4800000,3414,CRY (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2646,93,Frank,Onyeka,Onyeka,Frank Onyeka,3,MID,Brentford,26,4800000,3355,FUL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2648,93,Frank,Onyeka,Onyeka,Frank Onyeka,3,MID,Brentford,28,4800000,3454,LEI (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2649,93,Frank,Onyeka,Onyeka,Frank Onyeka,3,MID,Brentford,29,4800000,6922,BHA (A) / MUN (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2650,93,Frank,Onyeka,Onyeka,Frank Onyeka,3,MID,Brentford,30,4800000,3435,NEW (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2869,101,Adam,Lallana,Lallana,Adam Lallana,3,MID,Brighton,26,4800000,11306,WHU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2870,101,Adam,Lallana,Lallana,Adam Lallana,3,MID,Brighton,27,4800000,22074,LEE (A) / CRY (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2871,101,Adam,Lallana,Lallana,Adam Lallana,3,MID,Brighton,29,4800000,21512,BRE (H) / BOU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2872,101,Adam,Lallana,Lallana,Adam Lallana,3,MID,Brighton,30,4800000,10671,TOT (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3485,125,Julio,Enciso,Enciso,Julio Enciso,4,FWD,Brighton,6,4800000,30572,LEI (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3486,125,Julio,Enciso,Enciso,Julio Enciso,4,FWD,Brighton,9,4800000,29381,LIV (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3487,125,Julio,Enciso,Enciso,Julio Enciso,4,FWD,Brighton,10,4800000,29579,TOT (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3488,125,Julio,Enciso,Enciso,Julio Enciso,4,FWD,Brighton,11,4800000,29480,BRE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3489,125,Julio,Enciso,Enciso,Julio Enciso,4,FWD,Brighton,12,4800000,28831,NFO (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3490,125,Julio,Enciso,Enciso,Julio Enciso,4,FWD,Brighton,13,4800000,28954,MCI (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3543,127,César,Azpilicueta,Azpilicueta,César Azpilicueta,2,DEF,Chelsea,14,4800000,182744,BHA (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3552,127,César,Azpilicueta,Azpilicueta,César Azpilicueta,2,DEF,Chelsea,23,4800000,165806,WHU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3554,127,César,Azpilicueta,Azpilicueta,César Azpilicueta,2,DEF,Chelsea,25,4800000,145680,TOT (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3555,127,César,Azpilicueta,Azpilicueta,César Azpilicueta,2,DEF,Chelsea,26,4800000,139640,LEE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3556,127,César,Azpilicueta,Azpilicueta,César Azpilicueta,2,DEF,Chelsea,27,4800000,134938,LEI (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3734,134,N'Golo,Kanté,Kanté,N'Golo Kanté,3,MID,Chelsea,9,4800000,142253,CRY (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3735,134,N'Golo,Kanté,Kanté,N'Golo Kanté,3,MID,Chelsea,10,4800000,138414,WOL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3736,134,N'Golo,Kanté,Kanté,N'Golo Kanté,3,MID,Chelsea,11,4800000,135232,AVL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3737,134,N'Golo,Kanté,Kanté,N'Golo Kanté,3,MID,Chelsea,12,4800000,131197,BRE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3738,134,N'Golo,Kanté,Kanté,N'Golo Kanté,3,MID,Chelsea,13,4800000,129204,MUN (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3739,134,N'Golo,Kanté,Kanté,N'Golo Kanté,3,MID,Chelsea,14,4800000,125947,BHA (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3740,134,N'Golo,Kanté,Kanté,N'Golo Kanté,3,MID,Chelsea,15,4800000,123479,ARS (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3741,134,N'Golo,Kanté,Kanté,N'Golo Kanté,3,MID,Chelsea,16,4800000,121826,NEW (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3742,134,N'Golo,Kanté,Kanté,N'Golo Kanté,3,MID,Chelsea,17,4800000,119948,BOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3743,134,N'Golo,Kanté,Kanté,N'Golo Kanté,3,MID,Chelsea,18,4800000,119131,NFO (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3744,134,N'Golo,Kanté,Kanté,N'Golo Kanté,3,MID,Chelsea,19,4800000,237364,MCI (H) / FUL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3745,134,N'Golo,Kanté,Kanté,N'Golo Kanté,3,MID,Chelsea,20,4800000,117818,CRY (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3746,134,N'Golo,Kanté,Kanté,N'Golo Kanté,3,MID,Chelsea,21,4800000,117230,LIV (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3747,134,N'Golo,Kanté,Kanté,N'Golo Kanté,3,MID,Chelsea,22,4800000,116237,FUL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3748,134,N'Golo,Kanté,Kanté,N'Golo Kanté,3,MID,Chelsea,23,4800000,115859,WHU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3749,134,N'Golo,Kanté,Kanté,N'Golo Kanté,3,MID,Chelsea,24,4800000,115602,SOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3750,134,N'Golo,Kanté,Kanté,N'Golo Kanté,3,MID,Chelsea,25,4800000,115316,TOT (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3751,134,N'Golo,Kanté,Kanté,N'Golo Kanté,3,MID,Chelsea,26,4800000,115084,LEE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3752,134,N'Golo,Kanté,Kanté,N'Golo Kanté,3,MID,Chelsea,27,4800000,114857,LEI (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3753,134,N'Golo,Kanté,Kanté,N'Golo Kanté,3,MID,Chelsea,28,4800000,114808,EVE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3755,134,N'Golo,Kanté,Kanté,N'Golo Kanté,3,MID,Chelsea,30,4800000,119712,WOL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3928,141,Trevoh,Chalobah,Chalobah,Trevoh Chalobah,2,DEF,Chelsea,5,4800000,39684,SOU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
4106,147,Edouard,Mendy,Mendy,Edouard Mendy,1,GK,Chelsea,17,4800000,858474,BOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
4107,147,Edouard,Mendy,Mendy,Edouard Mendy,1,GK,Chelsea,18,4800000,820600,NFO (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
4108,147,Edouard,Mendy,Mendy,Edouard Mendy,1,GK,Chelsea,19,4800000,1585444,MCI (H) / FUL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
4109,147,Edouard,Mendy,Mendy,Edouard Mendy,1,GK,Chelsea,20,4800000,763257,CRY (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
4110,147,Edouard,Mendy,Mendy,Edouard Mendy,1,GK,Chelsea,21,4800000,741582,LIV (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
4111,147,Edouard,Mendy,Mendy,Edouard Mendy,1,GK,Chelsea,22,4800000,716761,FUL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
4112,147,Edouard,Mendy,Mendy,Edouard Mendy,1,GK,Chelsea,23,4800000,706308,WHU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
4113,147,Edouard,Mendy,Mendy,Edouard Mendy,1,GK,Chelsea,24,4800000,697714,SOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
4114,147,Edouard,Mendy,Mendy,Edouard Mendy,1,GK,Chelsea,25,4800000,687793,TOT (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
4115,147,Edouard,Mendy,Mendy,Edouard Mendy,1,GK,Chelsea,26,4800000,683025,LEE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
4116,147,Edouard,Mendy,Mendy,Edouard Mendy,1,GK,Chelsea,27,4800000,677287,LEI (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
4117,147,Edouard,Mendy,Mendy,Edouard Mendy,1,GK,Chelsea,28,4800000,673204,EVE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
4118,147,Edouard,Mendy,Mendy,Edouard Mendy,1,GK,Chelsea,29,4800000,1340416,AVL (H) / LIV (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
4119,147,Edouard,Mendy,Mendy,Edouard Mendy,1,GK,Chelsea,30,4800000,669177,WOL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
4291,154,James,McArthur,McArthur,James McArthur,3,MID,Crystal Palace,6,4800000,615,NEW (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
4292,154,James,McArthur,McArthur,James McArthur,3,MID,Crystal Palace,9,4800000,717,CHE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
4293,154,James,McArthur,McArthur,James McArthur,3,MID,Crystal Palace,10,4800000,593,LEE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
4294,154,James,McArthur,McArthur,James McArthur,3,MID,Crystal Palace,11,4800000,617,LEI (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
4295,154,James,McArthur,McArthur,James McArthur,3,MID,Crystal Palace,12,4800000,562,WOL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
4296,154,James,McArthur,McArthur,James McArthur,3,MID,Crystal Palace,13,4800000,551,EVE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
4297,154,James,McArthur,McArthur,James McArthur,3,MID,Crystal Palace,14,4800000,535,SOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
4298,154,James,McArthur,McArthur,James McArthur,3,MID,Crystal Palace,15,4800000,533,WHU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
4299,154,James,McArthur,McArthur,James McArthur,3,MID,Crystal Palace,16,4800000,523,NFO (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
4300,154,James,McArthur,McArthur,James McArthur,3,MID,Crystal Palace,17,4800000,514,FUL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
4301,154,James,McArthur,McArthur,James McArthur,3,MID,Crystal Palace,18,4800000,527,BOU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
4302,154,James,McArthur,McArthur,James McArthur,3,MID,Crystal Palace,19,4800000,519,TOT (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
