,player_code,first_name,web_name,second_name,player_name,position_id,position,team,round,value,selected,fixture,round_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,expected_fpl_minutes,expected_fpl_cleansheet_eligible,expected_goals,expected_assists,expected_goals_conceded,xbonus,expected_fpl_points,fpl_points_over_expected
8011,285,Trent,Alexander-Arnold,Alexander-Arnold,Trent Alexander-Arnold,2,DEF,Liverpool,25,7300000,5316112,CRY (A) / WOL (H),13,159,0,0,2,0,0,0,0,0,0,0,1,160.0,0,0.18,0.31,1.52,0,6.01,-6.99
6297,225,Rodrigo,Rodrigo,Moreno,Rodrigo Moreno,3,MID,Leeds,3,6200000,1174241,CHE (H),13,82,1,1,1,0,0,0,0,0,0,0,2,80.0,0,0.57,0.0,0.88,1,5.85,-7.15
11003,394,Brennan,Johnson,Johnson,Brennan Johnson,4,FWD,Nott'm Forest,26,5700000,247756,EVE (H),13,90,2,0,0,2,0,0,0,0,0,0,3,90.0,0,0.65,0.04,1.7,1,5.72,-7.28
182,7,Martin,Ødegaard,Ødegaard,Martin Ødegaard,3,MID,Arsenal,18,6500000,2070142,BHA (A),13,86,1,1,0,2,0,0,0,0,0,0,3,90.0,0,0.06,0.77,1.0,1,5.61,-7.39
1258,45,Leon,Bailey,Bailey,Leon Bailey,3,MID,Aston Villa,13,4600000,473469,BRE (H),13,70,1,1,1,0,0,0,0,0,0,0,2,70.0,0,0.23,0.47,0.82,1,5.56,-7.44
12487,446,Dejan,Kulusevski,Kulusevski,Dejan Kulusevski,3,MID,Spurs,1,8000000,470486,SOU (H),13,85,1,1,0,1,0,0,0,0,0,0,3,80.0,1,0.1,0.63,0.37,0,5.39,-7.61
10237,368,Allan,Saint-Maximin,Saint-Maximin,Allan Saint-Maximin,3,MID,Newcastle,3,6400000,550959,MCI (H),13,90,0,3,0,3,0,0,0,0,0,0,2,90.0,0,0.23,0.68,2.11,0,5.19,-7.81
1751,62,Kieffer,Moore,Moore,Kieffer Moore,4,FWD,Bournemouth,14,5400000,60395,TOT (H),13,90,2,0,0,3,0,0,0,0,0,0,3,90.0,0,0.45,0.0,2.09,1,4.8,-8.2
8696,311,Bernardo,Bernardo,Veiga de Carvalho e Silva,Bernardo Veiga de Carvalho e Silva,3,MID,Man City,3,6800000,413839,NEW (A),13,90,1,1,0,3,0,0,0,0,0,0,3,90.0,0,0.28,0.26,1.81,0,4.18,-8.82
530,19,Gabriel,Martinelli,Martinelli Silva,Gabriel Martinelli Silva,3,MID,Arsenal,30,6600000,4262782,LIV (A),13,90,1,1,0,2,0,0,0,0,0,0,3,90.0,0,0.15,0.42,3.96,0,4.01,-8.99
3019,107,Solly,March,March,Solly March,3,MID,Brighton,17,5000000,48116,SOU (A),13,82,1,1,0,1,0,0,0,0,0,0,3,80.0,0,0.03,0.57,1.91,0,3.86,-9.14
6308,225,Rodrigo,Rodrigo,Moreno,Rodrigo Moreno,3,MID,Leeds,16,6300000,699738,TOT (A),13,88,2,0,0,4,0,0,0,0,0,0,1,90.0,0,0.34,0.02,1.8,0,3.76,-9.24
14780,526,Ben,Mee,Mee,Ben Mee,2,DEF,Brentford,22,4800000,1202090,SOU (H),13,90,1,0,1,0,0,0,0,0,0,0,1,90.0,0,0.28,0.01,0.63,0,3.71,-9.29
2859,101,Adam,Lallana,Lallana,Adam Lallana,3,MID,Brighton,15,4900000,10057,WOL (A),13,64,1,1,0,2,0,0,0,0,0,0,3,60.0,0,0.25,0.38,1.03,0,3.39,-9.61
10334,371,Joelinton Cássio,Joelinton,Apolinário de Lira,Joelinton Cássio Apolinário de Lira,3,MID,Newcastle,17,5900000,55423,LEI (A),13,90,1,1,1,0,0,0,0,0,0,0,2,90.0,0,0.11,0.02,0.52,0,2.61,-10.39
9353,335,Marcus,Rashford,Rashford,Marcus Rashford,3,MID,Man Utd,20,7000000,9507494,MCI (H) / CRY (A),12,180,1,0,0,2,0,0,0,0,0,0,3,180.0,0,1.89,0.11,1.2,5,18.78,6.78
9303,333,Bruno,Fernandes,Borges Fernandes,Bruno Borges Fernandes,3,MID,Man Utd,22,9900000,3254850,CRY (H) / LEE (H),12,180,1,0,0,3,0,0,0,0,0,0,3,180.0,0,1.21,0.37,1.98,6,17.16,5.16
8416,300,Ilkay,Gündogan,Gündogan,Ilkay Gündogan,3,MID,Man City,23,7300000,440042,AVL (H) / ARS (A),12,180,1,1,0,2,0,0,0,0,0,0,0,180.0,1,1.5,0.29,1.9,3,16.37,4.37
12943,461,Kurt,Zouma,Zouma,Kurt Zouma,2,DEF,West Ham,29,4400000,269334,SOU (H) / NEW (H),12,180,1,0,1,5,0,0,0,0,0,0,0,180.0,1,0.47,0.03,3.51,2,11.91,-0.09
782,28,Gabriel,Jesus,Fernando de Jesus,Gabriel Fernando de Jesus,4,FWD,Arsenal,29,7900000,2858114,LEE (H),12,59,2,0,0,0,0,0,0,0,0,0,3,60.0,0,1.75,0.03,0.27,3,11.09,-0.91
4456,160,Wilfried,Zaha,Zaha,Wilfried Zaha,3,MID,Crystal Palace,3,7000000,790925,AVL (H),12,81,2,0,0,1,0,0,1,1,0,0,3,80.0,0,1.03,0.11,0.68,3,10.48,-1.52
824,30,Danny,Ings,Ings,Danny Ings,4,FWD,West Ham,13,6600000,99612,BRE (H),12,90,2,0,1,0,0,0,0,1,0,0,3,90.0,0,1.22,0.13,0.95,3,10.27,-1.73
12046,430,Eric,Dier,Dier,Eric Dier,2,DEF,Spurs,25,5100000,654319,CHE (H),12,90,0,1,1,0,0,0,0,0,0,0,3,90.0,1,0.11,0.0,0.41,3,9.66,-2.34
2268,80,Ivan,Toney,Toney,Ivan Toney,4,FWD,Brentford,11,7300000,2518602,BHA (H),12,90,2,0,1,0,0,0,0,1,0,0,3,90.0,0,1.02,0.08,1.95,3,9.32,-2.68
8557,305,Jack,Grealish,Grealish,Jack Grealish,3,MID,Man City,29,6800000,224420,LIV (H),12,88,1,1,0,1,0,0,0,0,0,0,2,90.0,1,0.48,0.63,0.33,2,9.29,-2.71
2699,95,Bryan,Mbeumo,Mbeumo,Bryan Mbeumo,4,FWD,Brentford,22,5800000,331462,SOU (H),12,81,1,1,1,0,0,0,0,0,0,0,3,80.0,0,0.75,0.41,0.56,3,9.23,-2.77
2696,95,Bryan,Mbeumo,Mbeumo,Bryan Mbeumo,4,FWD,Brentford,19,5800000,190798,LIV (H),12,87,1,1,0,1,0,0,0,0,0,0,3,90.0,0,1.02,0.04,1.9,3,9.2,-2.8
8910,318,Erling,Haaland,Haaland,Erling Haaland,4,FWD,Man City,30,12100000,8645137,SOU (A),12,68,2,0,1,0,0,0,0,1,0,0,3,70.0,1,1.02,0.01,0.21,3,9.11,-2.89
7949,283,Mohamed,Salah,Salah,Mohamed Salah,3,MID,Liverpool,17,12800000,3599066,AVL (A),12,90,1,1,0,1,0,0,0,0,0,0,2,90.0,0,0.9,0.04,1.3,2,8.62,-3.38
8823,315,Rodrigo,Rodri,Hernandez,Rodrigo Hernandez,3,MID,Man City,23,5600000,379334,AVL (H) / ARS (A),12,180,1,0,0,2,0,0,0,0,0,0,3,180.0,1,0.5,0.34,1.9,0,8.52,-3.48
10997,394,Brennan,Johnson,Johnson,Brennan Johnson,4,FWD,Nott'm Forest,20,5600000,91381,LEI (H),12,85,2,0,1,0,0,0,0,1,0,0,3,80.0,0,1.12,0.0,1.02,2,8.48,-3.52
2275,80,Ivan,Toney,Toney,Ivan Toney,4,FWD,Brentford,18,7500000,2743492,WHU (A),12,90,1,1,1,0,0,0,0,0,0,0,3,90.0,0,0.73,0.18,1.21,3,8.46,-3.54
4050,145,Kai,Havertz,Havertz,Kai Havertz,4,FWD,Chelsea,17,7700000,377560,BOU (H),12,90,1,1,1,0,0,0,0,0,0,0,3,90.0,0,0.82,0.06,0.53,3,8.46,-3.54
511,19,Gabriel,Martinelli,Martinelli Silva,Gabriel Martinelli Silva,3,MID,Arsenal,10,6600000,4811880,LIV (H),12,90,1,1,0,2,0,0,0,0,0,0,2,90.0,0,0.5,0.65,1.13,2,8.45,-3.55
7857,280,Virgil,Van Dijk,van Dijk,Virgil van Dijk,2,DEF,Liverpool,4,6500000,1282506,BOU (H),12,90,1,0,1,0,0,0,0,0,0,0,0,90.0,1,0.18,0.09,0.33,1,8.35,-3.65
722,26,William,Saliba,Saliba,William Saliba,2,DEF,Arsenal,25,5300000,7537182,LEI (A) / EVE (H),12,180,0,0,2,0,0,0,0,0,0,0,0,180.0,1,0.0,0.03,1.38,0,8.09,-3.91
8558,305,Jack,Grealish,Grealish,Jack Grealish,3,MID,Man City,30,6900000,554129,SOU (A),12,90,1,1,0,1,0,0,0,0,0,0,2,90.0,1,0.4,0.36,0.35,2,8.08,-3.92
3477,124,Kaoru,Mitoma,Mitoma,Kaoru Mitoma,3,MID,Brighton,27,5500000,5140606,LEE (A) / CRY (H),12,168,0,2,1,2,0,0,0,0,0,0,1,170.0,0,0.16,0.68,2.67,1,7.84,-4.16
8338,297,Darwin,Darwin,Núñez Ribeiro,Darwin Núñez Ribeiro,4,FWD,Liverpool,26,8800000,1183483,MUN (H),12,77,2,0,1,0,0,0,0,0,0,0,2,80.0,0,0.92,0.03,0.88,2,7.77,-4.23
9360,335,Marcus,Rashford,Rashford,Marcus Rashford,3,MID,Man Utd,29,7300000,11856722,NEW (A) / BRE (H),12,180,1,0,1,2,0,0,0,0,0,0,2,180.0,0,0.26,0.11,4.2,2,7.63,-4.37
3134,111,Leandro,Trossard,Trossard,Leandro Trossard,3,MID,Arsenal,25,6600000,1698836,LEI (A) / EVE (H),12,140,0,2,2,0,0,0,0,0,0,0,0,140.0,1,0.35,0.29,0.74,0,7.62,-4.38
8563,306,João,Cancelo,Cancelo,João Cancelo,2,DEF,Man City,5,7100000,4427428,NFO (H),12,67,1,0,1,0,0,0,0,0,0,0,0,70.0,1,0.05,0.05,0.37,1,7.45,-4.55
7935,283,Mohamed,Salah,Salah,Mohamed Salah,3,MID,Liverpool,1,13000000,4848340,FUL (A),12,90,1,1,0,2,0,0,0,0,0,0,2,90.0,0,0.38,0.2,1.25,2,6.5,-5.5
16507,588,Thilo,Kehrer,Kehrer,Thilo Kehrer,2,DEF,West Ham,29,4300000,40718,SOU (H) / NEW (H),12,152,0,1,1,3,0,0,0,0,0,0,2,150.0,1,0.0,0.08,2.85,0,6.24,-5.76
1213,43,Matty,Cash,Cash,Matty Cash,2,DEF,Aston Villa,26,4600000,396635,CRY (H),12,90,0,1,1,0,0,0,0,0,0,0,3,90.0,1,0.0,0.0,0.17,0,6.0,-6.0
12547,448,Ivan,Perišić,Perišić,Ivan Perišić,2,DEF,Spurs,3,5400000,1550856,WOL (H),12,75,0,1,1,0,0,0,0,0,0,0,3,80.0,0,0.0,0.59,0.68,2,5.77,-6.23
2524,89,Yoane,Wissa,Wissa,Yoane Wissa,3,MID,Brentford,15,5400000,21461,NFO (A),12,90,1,1,0,2,0,0,0,0,0,0,2,90.0,0,0.54,0.02,1.48,1,5.76,-6.24
9305,333,Bruno,Fernandes,Borges Fernandes,Bruno Borges Fernandes,3,MID,Man Utd,24,9900000,1277091,LEI (H),12,90,0,2,1,0,0,0,0,0,0,0,3,90.0,0,0.1,1.06,1.42,0,5.68,-6.32
7833,279,Roberto,Firmino,Firmino,Roberto Firmino,4,FWD,Liverpool,9,7900000,295837,BHA (H),12,74,2,0,0,2,0,0,0,0,0,0,2,70.0,0,0.62,0.03,1.06,1,5.57,-6.43
8915,319,Julián,Álvarez,Álvarez,Julián Álvarez,4,FWD,Man City,5,6200000,137602,NFO (H),12,90,2,0,1,0,0,0,0,0,0,0,2,90.0,0,0.68,0.17,0.66,0,5.23,-6.77
56,3,Granit,Xhaka,Xhaka,Granit Xhaka,3,MID,Arsenal,2,5000000,65418,LEI (H),12,90,1,1,0,2,0,0,0,0,0,0,2,90.0,1,0.38,0.1,0.46,0,5.2,-6.8
10275,369,Miguel,Almirón,Almirón Rejala,Miguel Almirón Rejala,3,MID,Newcastle,14,5500000,2097505,AVL (H),12,85,1,1,1,0,0,0,0,0,0,0,1,80.0,1,0.34,0.09,0.37,0,4.97,-7.03
14275,508,Luis,Sinisterra,Sinisterra Lucumí,Luis Sinisterra Lucumí,3,MID,Leeds,29,6500000,52470,ARS (A) / NFO (H),12,137,1,0,0,4,0,0,0,0,0,0,3,130.0,0,0.16,0.34,3.79,0,4.82,-7.18
4466,160,Wilfried,Zaha,Zaha,Wilfried Zaha,3,MID,Crystal Palace,15,7500000,2105156,WHU (A),12,90,1,1,0,1,0,0,0,0,0,0,2,90.0,1,0.27,0.09,0.26,0,4.62,-7.38
7366,262,Kelechi,Iheanacho,Iheanacho,Kelechi Iheanacho,4,FWD,Leicester,23,6100000,57706,TOT (H),12,76,1,1,0,1,0,0,0,0,0,0,3,80.0,0,0.38,0.18,1.17,0,4.06,-7.94
3117,111,Leandro,Trossard,Trossard,Leandro Trossard,3,MID,Arsenal,6,6500000,317447,LEI (H),12,88,1,1,0,2,0,0,0,0,0,0,2,90.0,0,0.23,0.29,1.45,0,4.02,-7.98
12319,440,Rodrigo,Bentancur,Bentancur,Rodrigo Bentancur,3,MID,Spurs,8,5400000,28865,LEI (H),12,90,1,1,0,2,0,0,0,0,0,0,2,90.0,0,0.39,0.02,1.77,0,4.01,-7.99
7903,281,Alisson,Alisson,Ramses Becker,Alisson Ramses Becker,1,GK,Liverpool,25,5400000,3773768,CRY (A) / WOL (H),12,180,0,0,2,0,0,0,0,0,0,1,0,180.0,0,0.0,0.0,1.53,0,4.0,-8.0
3959,142,Mason,Mount,Mount,Mason Mount,3,MID,Chelsea,10,7600000,357292,WOL (H),12,71,0,2,1,0,0,0,0,0,0,0,3,70.0,0,0.13,0.43,1.04,0,3.94,-8.06
1099,39,Tyrone,Mings,Mings,Tyrone Mings,2,DEF,Aston Villa,28,4300000,549412,BOU (H),12,90,0,1,1,0,0,0,0,0,0,0,3,90.0,0,0.27,0.0,0.59,0,3.62,-8.38
1864,66,Dominic,Solanke,Solanke,Dominic Solanke,4,FWD,Bournemouth,11,5700000,212134,FUL (A),12,88,1,1,0,2,0,0,0,0,0,0,3,90.0,0,0.34,0.07,2.08,0,3.57,-8.43
1265,45,Leon,Bailey,Bailey,Leon Bailey,3,MID,Aston Villa,20,4500000,427978,LEE (H),12,90,1,1,0,1,0,0,0,0,0,0,2,90.0,0,0.28,0.0,2.38,0,3.4,-8.6
8748,313,Oleksandr,Zinchenko,Zinchenko,Oleksandr Zinchenko,2,DEF,Arsenal,1,5000000,1170032,CRY (A),12,82,0,1,1,0,0,0,0,0,0,0,3,80.0,0,0.03,0.35,1.21,0,3.23,-8.77
11474,411,Che,Adams,Adams,Che Adams,4,FWD,Southampton,3,6400000,48946,LEI (A),12,31,2,0,0,0,0,0,0,0,0,0,3,30.0,0,0.47,0.0,0.0,0,2.88,-9.12
4775,171,Michael,Olise,Olise,Michael Olise,3,MID,Crystal Palace,18,5400000,27473,BOU (A),12,87,0,2,1,0,0,0,0,0,0,0,3,90.0,0,0.03,0.2,0.56,0,2.75,-9.25
1860,66,Dominic,Solanke,Solanke,Dominic Solanke,4,FWD,Bournemouth,6,5700000,37831,NFO (A),12,90,1,1,0,2,0,0,0,0,0,0,3,90.0,0,0.07,0.13,1.9,0,2.67,-9.33
5201,186,Alex,Iwobi,Iwobi,Alex Iwobi,3,MID,Everton,13,5500000,81274,CRY (H),12,90,0,2,1,0,0,0,0,0,0,0,3,90.0,0,0.02,0.16,0.95,0,2.58,-9.42
9940,357,Kieran,Trippier,Trippier,Kieran Trippier,2,DEF,Newcastle,15,5900000,6864281,SOU (A),12,79,0,1,1,0,0,0,0,0,0,0,3,80.0,0,0.0,0.17,1.21,0,2.51,-9.49
12880,459,Craig,Dawson,Dawson,Craig Dawson,2,DEF,Wolves,22,4800000,19340,LIV (H),12,90,1,0,1,0,0,0,0,1,0,0,1,90.0,0,0.25,0.0,1.91,0,2.5,-9.5
9942,357,Kieran,Trippier,Trippier,Kieran Trippier,2,DEF,Newcastle,17,5900000,7227104,LEI (A),12,90,0,1,1,0,0,0,0,0,0,0,3,90.0,0,0.0,0.16,0.52,0,2.48,-9.52
2058,73,Lloyd,Kelly,Kelly,Lloyd Kelly,2,DEF,Bournemouth,1,4500000,8029,AVL (H),12,90,0,1,1,0,0,0,0,0,0,0,3,90.0,0,0.0,0.09,0.66,0,2.27,-9.73
1038,37,John,McGinn,McGinn,John McGinn,3,MID,Aston Villa,25,5100000,54209,EVE (A),12,90,0,2,1,0,0,0,0,0,0,0,3,90.0,0,0.02,0.03,1.71,0,2.19,-9.81
10464,376,Nick,Pope,Pope,Nick Pope,1,GK,Newcastle,6,5000000,754807,CRY (H),12,90,0,0,1,0,0,0,0,0,0,9,3,90.0,0,0.0,0.0,1.01,0,2.0,-10.0
8010,285,Trent,Alexander-Arnold,Alexander-Arnold,Trent Alexander-Arnold,2,DEF,Liverpool,24,7300000,1821487,NEW (A),12,90,0,1,1,0,0,0,0,0,0,0,3,90.0,0,0.0,0.33,2.05,0,1.99,-10.01
7240,258,Timothy,Castagne,Castagne,Timothy Castagne,2,DEF,Leicester,13,4500000,438169,WOL (A),12,90,0,1,1,0,0,0,0,0,0,0,3,90.0,0,0.0,0.19,2.12,0,1.57,-10.43
9278,332,Luke,Shaw,Shaw,Luke Shaw,2,DEF,Man Utd,23,5300000,2996755,LEE (A),12,90,0,1,1,0,0,0,0,0,0,0,3,90.0,0,0.0,0.11,1.83,0,1.33,-10.67
10401,373,Joe,Willock,Willock,Joe Willock,3,MID,Newcastle,29,4700000,155306,MUN (H) / WHU (A),11,109,1,0,1,0,0,0,0,0,0,0,2,110.0,1,2.0,0.08,0.36,3,17.24,6.24
1882,66,Dominic,Solanke,Solanke,Dominic Solanke,4,FWD,Bournemouth,29,5500000,494434,FUL (H) / BHA (H),11,179,1,0,0,3,0,0,0,0,0,0,3,180.0,0,2.01,0.28,3.6,4,16.88,5.88
7957,283,Mohamed,Salah,Salah,Mohamed Salah,3,MID,Liverpool,25,12700000,7408780,CRY (A) / WOL (H),11,180,1,0,2,0,0,0,0,0,0,0,0,180.0,0,0.9,0.45,1.53,4,13.85,2.85
10205,366,Fabian,Schär,Schär,Fabian Schär,2,DEF,Newcastle,29,5000000,3041972,MUN (H) / WHU (A),11,180,0,1,1,1,0,0,0,0,0,0,0,180.0,1,0.37,0.27,1.24,2,13.03,2.03
9939,357,Kieran,Trippier,Trippier,Kieran Trippier,2,DEF,Newcastle,14,5800000,6588057,AVL (H),11,90,0,1,1,0,0,0,0,0,0,0,2,90.0,1,0.0,1.29,0.37,3,12.87,1.87
1302,46,Douglas Luiz,Douglas Luiz,Soares de Paulo,Douglas Luiz Soares de Paulo,3,MID,Aston Villa,28,4800000,50954,BOU (H),11,90,1,0,1,0,0,0,0,0,0,0,3,90.0,0,0.85,0.29,0.59,3,10.12,-0.88
6543,233,Jack,Harrison,Harrison,Jack Harrison,3,MID,Leeds,27,5700000,176148,BHA (H),11,90,1,1,0,2,1,0,0,0,0,0,3,90.0,0,0.86,0.09,1.63,3,9.57,-1.43
5263,188,Yerry,Mina,Mina,Yerry Mina,2,DEF,Everton,17,4300000,6477,WOL (H),11,75,1,0,0,1,0,0,0,0,0,0,3,80.0,1,0.09,0.0,0.48,3,9.54,-1.46
15109,538,Ashley,Young,Young,Ashley Young,2,DEF,Aston Villa,10,4400000,29927,NFO (A),11,90,1,0,0,1,0,0,0,0,0,0,3,90.0,1,0.04,0.03,0.31,3,9.33,-1.67
189,7,Martin,Ødegaard,Ødegaard,Martin Ødegaard,3,MID,Arsenal,25,7000000,8842172,LEI (A) / EVE (H),11,173,1,0,2,0,0,0,0,0,0,0,0,170.0,1,0.55,0.19,1.38,1,9.32,-1.68
7955,283,Mohamed,Salah,Salah,Mohamed Salah,3,MID,Liverpool,23,12700000,2419880,EVE (H),11,89,1,0,1,0,0,0,0,0,0,0,3,90.0,1,0.84,0.03,0.28,2,9.29,-1.71
3248,116,Alexis,Mac Allister,Mac Allister,Alexis Mac Allister,3,MID,Brighton,3,5500000,16833,WHU (A),11,90,1,0,1,0,0,0,0,0,0,0,3,90.0,0,0.82,0.03,0.89,3,9.19,-1.81
3616,130,Jorge Luiz,Jorginho,Frello Filho,Jorge Luiz Frello Filho,3,MID,Arsenal,1,6000000,114916,EVE (A),11,90,1,0,1,0,0,0,0,0,0,0,3,90.0,0,0.79,0.03,0.67,3,9.04,-1.96
1103,40,Ollie,Watkins,Watkins,Ollie Watkins,4,FWD,Aston Villa,2,7400000,257270,EVE (H),11,90,0,2,0,1,0,0,0,0,0,0,3,90.0,0,0.56,0.85,1.58,2,8.79,-2.21
13475,480,Rúben,Neves,da Silva Neves,Rúben da Silva Neves,3,MID,Wolves,22,5400000,154192,LIV (H),11,90,1,0,1,0,0,0,0,0,0,0,3,90.0,0,0.65,0.11,1.91,3,8.58,-2.42
8560,306,João,Cancelo,Cancelo,João Cancelo,2,DEF,Man City,2,7000000,4003992,BOU (H),11,90,0,1,1,0,0,0,0,0,0,0,2,90.0,1,0.04,0.07,0.13,2,8.45,-2.55
12103,432,Ben,Davies,Davies,Ben Davies,2,DEF,Spurs,24,4800000,127629,WHU (H),11,90,0,1,1,0,0,0,0,0,0,0,2,90.0,1,0.03,0.06,0.48,2,8.36,-2.64
13846,493,Morgan,Gibbs-White,Gibbs-White,Morgan Gibbs-White,3,MID,Nott'm Forest,16,5500000,35834,CRY (H),11,85,1,0,1,0,0,0,0,0,0,0,3,80.0,0,0.67,0.23,0.98,2,8.04,-2.96
8933,319,Julián,Álvarez,Álvarez,Julián Álvarez,4,FWD,Man City,25,6000000,195022,BOU (A),11,90,1,1,0,1,0,0,0,0,0,0,2,90.0,0,0.82,0.21,1.35,2,7.91,-3.09
12505,446,Dejan,Kulusevski,Kulusevski,Dejan Kulusevski,3,MID,Spurs,20,7900000,920606,ARS (H) / MCI (A),11,177,1,0,0,6,0,0,0,0,0,0,2,180.0,0,0.21,0.51,4.11,1,7.58,-3.42
7329,261,James,Maddison,Maddison,James Maddison,3,MID,Leicester,15,8200000,968574,EVE (A),11,90,0,2,1,0,0,0,0,0,0,0,2,90.0,0,0.46,0.35,1.24,2,7.35,-3.65
2285,80,Ivan,Toney,Toney,Ivan Toney,4,FWD,Brentford,29,7900000,9365422,BHA (A) / MUN (A),11,180,1,0,0,4,0,0,0,0,0,0,3,180.0,0,0.6,0.29,5.55,0,7.27,-3.73
1999,70,Philip,Billing,Billing,Philip Billing,3,MID,Bournemouth,30,5200000,141887,LEI (A),11,90,1,0,1,0,0,0,0,0,0,0,3,90.0,0,0.49,0.23,0.68,2,7.14,-3.86
10261,368,Allan,Saint-Maximin,Saint-Maximin,Allan Saint-Maximin,3,MID,Newcastle,29,6100000,780368,MUN (H) / WHU (A),11,130,0,2,1,1,0,0,0,0,0,0,0,130.0,1,0.15,0.77,0.95,0,7.06,-3.94
7337,261,James,Maddison,Maddison,James Maddison,3,MID,Leicester,23,8000000,416866,TOT (H),11,87,1,1,0,1,0,0,0,1,0,0,2,90.0,0,0.55,0.09,1.17,2,7.02,-3.98
3473,124,Kaoru,Mitoma,Mitoma,Kaoru Mitoma,3,MID,Brighton,22,5100000,972691,BOU (H),11,90,1,0,1,0,0,0,0,0,0,0,3,90.0,0,0.26,0.54,1.34,2,6.92,-4.08
9293,333,Bruno,Fernandes,Borges Fernandes,Bruno Borges Fernandes,3,MID,Man Utd,12,9800000,229432,TOT (H),11,90,1,0,1,0,0,0,0,0,0,0,3,90.0,0,0.21,0.53,0.61,2,6.64,-4.36
17246,619,Wilfried,Gnonto,Gnonto,Wilfried Gnonto,4,FWD,Leeds,22,5000000,347590,NFO (A) / MUN (A),11,179,1,0,0,3,0,0,0,0,0,0,3,180.0,1,0.12,0.54,2.2,0,6.1,-4.9
2928,104,Pascal,Groß,Groß,Pascal Groß,3,MID,Brighton,4,5700000,969426,LEE (H),11,90,1,0,1,0,0,0,0,0,0,0,3,90.0,0,0.39,0.31,1.84,1,5.88,-5.12
7611,271,Patson,Daka,Daka,Patson Daka,4,FWD,Leicester,6,5700000,71351,BHA (A),11,90,1,1,0,5,0,0,0,0,0,0,2,90.0,0,0.45,0.3,2.76,1,5.7,-5.3
181,7,Martin,Ødegaard,Ødegaard,Martin Ødegaard,3,MID,Arsenal,17,6400000,1836698,WHU (H),11,90,0,2,0,1,0,0,0,0,0,0,3,90.0,0,0.38,0.26,1.07,1,5.68,-5.32
8784,314,Phil,Foden,Foden,Phil Foden,3,MID,Man City,10,8100000,1570203,SOU (H),11,57,1,1,0,0,0,0,0,0,0,0,2,60.0,0,0.77,0.21,0.05,0,5.48,-5.52
1292,46,Douglas Luiz,Douglas Luiz,Soares de Paulo,Douglas Luiz Soares de Paulo,3,MID,Aston Villa,18,4800000,43236,TOT (A),11,81,1,0,1,0,0,0,0,0,0,0,3,80.0,1,0.46,0.03,0.4,0,5.39,-5.61
8434,301,Kevin,De Bruyne,De Bruyne,Kevin De Bruyne,3,MID,Man City,14,12400000,3445779,LEI (A),11,90,1,0,1,0,0,0,0,0,0,0,3,90.0,0,0.21,0.4,0.71,1,5.25,-5.75
4777,171,Michael,Olise,Olise,Michael Olise,3,MID,Crystal Palace,20,5400000,101550,CHE (A) / MUN (H),11,180,1,0,0,2,0,0,0,0,0,0,2,180.0,0,0.09,0.25,3.74,0,5.2,-5.8
3028,107,Solly,March,March,Solly March,3,MID,Brighton,27,5100000,2210574,LEE (A) / CRY (H),11,180,1,0,1,2,0,0,0,0,0,0,1,180.0,0,0.13,0.14,2.69,0,5.07,-5.93
16699,596,Evan,Ferguson,Ferguson,Evan Ferguson,4,FWD,Brighton,19,4500000,35667,EVE (A),11,70,1,1,1,0,0,0,0,1,0,0,3,70.0,1,0.74,0.02,0.49,0,5.02,-5.98
8799,314,Phil,Foden,Foden,Phil Foden,3,MID,Man City,26,8000000,1068132,NEW (H),11,90,1,0,1,0,0,0,0,0,0,0,3,90.0,1,0.34,0.07,0.43,0,4.91,-6.09
3021,107,Solly,March,March,Solly March,3,MID,Brighton,19,5000000,74868,EVE (A),11,78,1,0,1,0,0,0,0,0,0,0,3,80.0,1,0.28,0.14,0.49,0,4.82,-6.18
11179,400,Theo,Walcott,Walcott,Theo Walcott,3,MID,Southampton,28,4800000,3402,TOT (H),11,90,1,1,0,3,0,0,0,0,0,0,1,90.0,0,0.22,0.54,2.26,0,4.72,-6.28
1122,40,Ollie,Watkins,Watkins,Ollie Watkins,4,FWD,Aston Villa,22,7100000,277063,LEI (H),11,90,1,1,0,4,0,0,0,0,0,0,2,90.0,0,0.61,0.04,2.25,0,4.56,-6.44
2705,95,Bryan,Mbeumo,Mbeumo,Bryan Mbeumo,4,FWD,Brentford,29,5900000,968380,BHA (A) / MUN (A),11,139,0,2,0,3,0,0,0,0,0,0,1,140.0,0,0.13,0.27,4.09,0,4.33,-6.67
14772,526,Ben,Mee,Mee,Ben Mee,2,DEF,Brentford,14,4500000,445506,WOL (H),11,90,1,0,0,1,0,0,0,0,0,0,3,90.0,0,0.19,0.05,0.61,1,4.29,-6.71
11950,427,Harry,Kane,Kane,Harry Kane,4,FWD,Spurs,16,11600000,2825707,LEE (H),11,90,1,1,0,3,0,0,0,0,0,0,2,90.0,0,0.43,0.04,1.1,0,3.84,-7.16
10389,373,Joe,Willock,Willock,Joe Willock,3,MID,Newcastle,16,4900000,56608,CHE (H),11,84,1,0,1,0,0,0,0,0,0,0,3,80.0,1,0.15,0.02,0.3,0,3.81,-7.19
