,player_code,first_name,web_name,second_name,player_name,position_id,position,team,round,value,selected,fixture,round_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,expected_fpl_minutes,expected_fpl_cleansheet_eligible,expected_goals,expected_assists,expected_goals_conceded,expected_fpl_points
12031,462,Arthur,Masuaku,Masuaku,Arthur Masuaku,2,DEF,WHU,10,4500000,891,FUL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12032,462,Arthur,Masuaku,Masuaku,Arthur Masuaku,2,DEF,WHU,11,4500000,869,SOU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12033,462,Arthur,Masuaku,Masuaku,Arthur Masuaku,2,DEF,WHU,12,4500000,848,LIV (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12034,462,Arthur,Masuaku,Masuaku,Arthur Masuaku,2,DEF,WHU,13,4500000,843,BOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12035,462,Arthur,Masuaku,Masuaku,Arthur Masuaku,2,DEF,WHU,14,4500000,827,MUN (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12036,462,Arthur,Masuaku,Masuaku,Arthur Masuaku,2,DEF,WHU,15,4500000,818,CRY (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12037,462,Arthur,Masuaku,Masuaku,Arthur Masuaku,2,DEF,WHU,16,4500000,804,LEI (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12038,462,Arthur,Masuaku,Masuaku,Arthur Masuaku,2,DEF,WHU,17,4500000,778,ARS (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12039,462,Arthur,Masuaku,Masuaku,Arthur Masuaku,2,DEF,WHU,18,4500000,771,BRE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12040,462,Arthur,Masuaku,Masuaku,Arthur Masuaku,2,DEF,WHU,19,4500000,769,LEE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12041,462,Arthur,Masuaku,Masuaku,Arthur Masuaku,2,DEF,WHU,20,4500000,763,WOL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12042,462,Arthur,Masuaku,Masuaku,Arthur Masuaku,2,DEF,WHU,21,4500000,754,EVE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12043,462,Arthur,Masuaku,Masuaku,Arthur Masuaku,2,DEF,WHU,22,4500000,747,NEW (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12044,462,Arthur,Masuaku,Masuaku,Arthur Masuaku,2,DEF,WHU,23,4500000,746,CHE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12045,462,Arthur,Masuaku,Masuaku,Arthur Masuaku,2,DEF,WHU,24,4500000,743,TOT (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12046,462,Arthur,Masuaku,Masuaku,Arthur Masuaku,2,DEF,WHU,25,4500000,741,NFO (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12047,462,Arthur,Masuaku,Masuaku,Arthur Masuaku,2,DEF,WHU,26,4500000,740,BHA (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12048,462,Arthur,Masuaku,Masuaku,Arthur Masuaku,2,DEF,WHU,27,4500000,736,AVL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12231,470,Issa,Diop,Diop,Issa Diop,2,DEF,FUL,1,4500000,12698,MCI (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12232,470,Issa,Diop,Diop,Issa Diop,2,DEF,FUL,2,4500000,15421,WOL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12233,470,Issa,Diop,Diop,Issa Diop,2,DEF,FUL,3,4500000,14757,BRE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12261,471,Ben,Johnson,Johnson,Ben Johnson,2,DEF,WHU,5,4500000,10054,TOT (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12310,473,Alphonse,Areola,Areola,Alphonse Areola,1,GK,WHU,2,4500000,144192,NFO (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12311,473,Alphonse,Areola,Areola,Alphonse Areola,1,GK,WHU,3,4500000,134155,BHA (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12312,473,Alphonse,Areola,Areola,Alphonse Areola,1,GK,WHU,4,4500000,126965,AVL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12335,474,Willy,Boly,Boly,Willy Boly,2,DEF,NFO,1,4500000,25170,LEE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12336,474,Willy,Boly,Boly,Willy Boly,2,DEF,NFO,2,4500000,26046,FUL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12632,485,Luke,Cundle,Cundle,Luke Cundle,3,MID,WOL,1,4500000,36521,LEE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12633,485,Luke,Cundle,Cundle,Luke Cundle,3,MID,WOL,2,4500000,39046,FUL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12634,485,Luke,Cundle,Cundle,Luke Cundle,3,MID,WOL,3,4500000,36583,TOT (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12689,487,Rayan,Aït-Nouri,Aït-Nouri,Rayan Aït-Nouri,2,DEF,WOL,4,4500000,150838,NEW (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12928,496,Luke,Plange,Plange,Luke Plange,4,FWD,CRY,1,4500000,124669,ARS (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12929,496,Luke,Plange,Plange,Luke Plange,4,FWD,CRY,2,4500000,128337,LIV (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12930,496,Luke,Plange,Plange,Luke Plange,4,FWD,CRY,3,4500000,126295,AVL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12931,496,Luke,Plange,Plange,Luke Plange,4,FWD,CRY,4,4500000,115719,MCI (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12932,496,Luke,Plange,Plange,Luke Plange,4,FWD,CRY,5,4500000,94999,BRE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12933,496,Luke,Plange,Plange,Luke Plange,4,FWD,CRY,6,4500000,76980,NEW (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12934,496,Luke,Plange,Plange,Luke Plange,4,FWD,CRY,9,4500000,44192,CHE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12935,496,Luke,Plange,Plange,Luke Plange,4,FWD,CRY,10,4500000,40864,LEE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12936,496,Luke,Plange,Plange,Luke Plange,4,FWD,CRY,11,4500000,38805,LEI (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12937,496,Luke,Plange,Plange,Luke Plange,4,FWD,CRY,12,4500000,35850,WOL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12938,496,Luke,Plange,Plange,Luke Plange,4,FWD,CRY,13,4500000,35666,EVE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12939,496,Luke,Plange,Plange,Luke Plange,4,FWD,CRY,14,4500000,34280,SOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12940,496,Luke,Plange,Plange,Luke Plange,4,FWD,CRY,15,4500000,33203,WHU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12941,496,Luke,Plange,Plange,Luke Plange,4,FWD,CRY,16,4500000,32432,NFO (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12942,496,Luke,Plange,Plange,Luke Plange,4,FWD,CRY,17,4500000,30149,FUL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12943,496,Luke,Plange,Plange,Luke Plange,4,FWD,CRY,18,4500000,29832,BOU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12944,496,Luke,Plange,Plange,Luke Plange,4,FWD,CRY,19,4500000,29604,TOT (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12945,496,Luke,Plange,Plange,Luke Plange,4,FWD,CRY,20,4500000,58458,CHE (A) / MUN (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12946,496,Luke,Plange,Plange,Luke Plange,4,FWD,CRY,21,4500000,28945,NEW (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12947,496,Luke,Plange,Plange,Luke Plange,4,FWD,CRY,22,4500000,28518,MUN (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12948,496,Luke,Plange,Plange,Luke Plange,4,FWD,CRY,23,4500000,28307,BHA (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12949,496,Luke,Plange,Plange,Luke Plange,4,FWD,CRY,24,4500000,28144,BRE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12950,496,Luke,Plange,Plange,Luke Plange,4,FWD,CRY,25,4500000,27900,LIV (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12951,496,Luke,Plange,Plange,Luke Plange,4,FWD,CRY,26,4500000,27782,AVL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12952,496,Luke,Plange,Plange,Luke Plange,4,FWD,CRY,27,4500000,55278,MCI (H) / BHA (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12953,496,Luke,Plange,Plange,Luke Plange,4,FWD,CRY,28,4500000,27501,ARS (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13138,504,Tyrell,Malacia,Malacia,Tyrell Malacia,2,DEF,MUN,10,4500000,401726,EVE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13139,504,Tyrell,Malacia,Malacia,Tyrell Malacia,2,DEF,MUN,11,4500000,373223,NEW (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13210,507,Moussa,Niakhaté,Niakhaté,Moussa Niakhaté,2,DEF,NFO,3,4500000,12630,EVE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13262,509,Flynn,Downes,Downes,Flynn Downes,3,MID,WHU,2,4500000,35546,NFO (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13263,509,Flynn,Downes,Downes,Flynn Downes,3,MID,WHU,3,4500000,34814,BHA (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13264,509,Flynn,Downes,Downes,Flynn Downes,3,MID,WHU,4,4500000,30960,AVL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13313,511,Omar,Richards,Richards,Omar Richards,2,DEF,NFO,1,4500000,1015,NEW (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13314,511,Omar,Richards,Richards,Omar Richards,2,DEF,NFO,2,4500000,868,WHU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13315,511,Omar,Richards,Richards,Omar Richards,2,DEF,NFO,3,4500000,790,EVE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13316,511,Omar,Richards,Richards,Omar Richards,2,DEF,NFO,4,4500000,720,TOT (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13453,516,Nathan,Collins,Collins,Nathan Collins,2,DEF,WOL,9,4500000,119512,WHU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13454,516,Nathan,Collins,Collins,Nathan Collins,2,DEF,WOL,10,4500000,98191,CHE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13455,516,Nathan,Collins,Collins,Nathan Collins,2,DEF,WOL,11,4500000,88665,NFO (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13473,517,Thomas,Strakosha,Strakosha,Thomas Strakosha,1,GK,BRE,1,4500000,18356,LEI (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13474,517,Thomas,Strakosha,Strakosha,Thomas Strakosha,1,GK,BRE,2,4500000,19880,MUN (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13475,517,Thomas,Strakosha,Strakosha,Thomas Strakosha,1,GK,BRE,3,4500000,19305,FUL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13576,521,Tyrese,Francois,Francois,Tyrese Francois,3,MID,FUL,1,4500000,2384,LIV (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13578,521,Tyrese,Francois,Francois,Tyrese Francois,3,MID,FUL,3,4500000,3191,BRE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13579,521,Tyrese,Francois,Francois,Tyrese Francois,3,MID,FUL,4,4500000,3061,ARS (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13580,521,Tyrese,Francois,Francois,Tyrese Francois,3,MID,FUL,5,4500000,3016,BHA (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13602,522,Djed,Spence,Spence,Djed Spence,2,DEF,TOT,1,4500000,56013,SOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13603,522,Djed,Spence,Spence,Djed Spence,2,DEF,TOT,2,4500000,49980,CHE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13634,523,Harry,Toffolo,Toffolo,Harry Toffolo,2,DEF,NFO,6,4500000,16386,BOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13635,523,Harry,Toffolo,Toffolo,Harry Toffolo,2,DEF,NFO,8,4500000,15574,FUL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13636,523,Harry,Toffolo,Toffolo,Harry Toffolo,2,DEF,NFO,9,4500000,13607,LEI (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13683,525,Ludwig,Augustinsson,Augustinsson,Ludwig Augustinsson,2,DEF,AVL,1,4500000,5642,BOU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13684,525,Ludwig,Augustinsson,Augustinsson,Ludwig Augustinsson,2,DEF,AVL,2,4500000,6658,EVE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13685,525,Ludwig,Augustinsson,Augustinsson,Ludwig Augustinsson,2,DEF,AVL,3,4500000,6620,CRY (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13721,526,Ben,Mee,Mee,Ben Mee,2,DEF,BRE,13,4500000,437663,AVL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13816,530,Chris,Richards,Richards,Chris Richards,2,DEF,CRY,1,4500000,5048,ARS (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13819,530,Chris,Richards,Richards,Chris Richards,2,DEF,CRY,4,4500000,6378,MCI (A),0,33,0,0,0,3,0,0,0,0,0,0,0,30.0,0,0.0,0.0,1.83,0.0
13820,530,Chris,Richards,Richards,Chris Richards,2,DEF,CRY,5,4500000,6661,BRE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13843,531,Rúben,Vinagre,Nascimento Vinagre,Rúben Nascimento Vinagre,2,DEF,EVE,2,4500000,5824,AVL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13844,531,Rúben,Vinagre,Nascimento Vinagre,Rúben Nascimento Vinagre,2,DEF,EVE,3,4500000,5910,NFO (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13869,532,Kevin,Mbabu,Mbabu,Kevin Mbabu,2,DEF,FUL,1,4500000,14856,LIV (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13873,532,Kevin,Mbabu,Mbabu,Kevin Mbabu,2,DEF,FUL,5,4500000,19121,BHA (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13909,533,Lisandro,Martínez,Martínez,Lisandro Martínez,2,DEF,MUN,17,4500000,710521,NFO (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
13910,533,Lisandro,Martínez,Martínez,Lisandro Martínez,2,DEF,MUN,18,4500000,670082,WOL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14027,538,Ashley,Young,Young,Ashley Young,2,DEF,AVL,1,4500000,8673,BOU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14028,538,Ashley,Young,Young,Ashley Young,2,DEF,AVL,2,4500000,12338,EVE (H),0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0.0,0.0,0.25,0.0
14029,538,Ashley,Young,Young,Ashley Young,2,DEF,AVL,3,4500000,12602,CRY (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14030,538,Ashley,Young,Young,Ashley Young,2,DEF,AVL,4,4500000,12452,WHU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14031,538,Ashley,Young,Young,Ashley Young,2,DEF,AVL,5,4500000,12770,ARS (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14054,539,James,Hill,Hill,James Hill,2,DEF,BOU,1,4500000,2032,AVL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14055,539,James,Hill,Hill,James Hill,2,DEF,BOU,2,4500000,3012,MCI (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14056,539,James,Hill,Hill,James Hill,2,DEF,BOU,3,4500000,3186,ARS (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14057,539,James,Hill,Hill,James Hill,2,DEF,BOU,4,4500000,3412,LIV (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14058,539,James,Hill,Hill,James Hill,2,DEF,BOU,5,4500000,3716,WOL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14059,539,James,Hill,Hill,James Hill,2,DEF,BOU,6,4500000,4077,NFO (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14108,541,Halil,Dervişoğlu,Dervişoğlu,Halil Dervişoğlu,4,FWD,BRE,2,4500000,164064,MUN (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14109,541,Halil,Dervişoğlu,Dervişoğlu,Halil Dervişoğlu,4,FWD,BRE,3,4500000,280598,FUL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14110,541,Halil,Dervişoğlu,Dervişoğlu,Halil Dervişoğlu,4,FWD,BRE,4,4500000,259686,EVE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14111,541,Halil,Dervişoğlu,Dervişoğlu,Halil Dervişoğlu,4,FWD,BRE,5,4500000,242433,CRY (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14112,541,Halil,Dervişoğlu,Dervişoğlu,Halil Dervişoğlu,4,FWD,BRE,6,4500000,191926,LEE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14113,541,Halil,Dervişoğlu,Dervişoğlu,Halil Dervişoğlu,4,FWD,BRE,8,4500000,120066,ARS (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14114,541,Halil,Dervişoğlu,Dervişoğlu,Halil Dervişoğlu,4,FWD,BRE,9,4500000,111089,BOU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14115,541,Halil,Dervişoğlu,Dervişoğlu,Halil Dervişoğlu,4,FWD,BRE,10,4500000,99811,NEW (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14116,541,Halil,Dervişoğlu,Dervişoğlu,Halil Dervişoğlu,4,FWD,BRE,11,4500000,92963,BHA (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14117,541,Halil,Dervişoğlu,Dervişoğlu,Halil Dervişoğlu,4,FWD,BRE,12,4500000,83440,CHE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14118,541,Halil,Dervişoğlu,Dervişoğlu,Halil Dervişoğlu,4,FWD,BRE,13,4500000,82992,AVL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14119,541,Halil,Dervişoğlu,Dervişoğlu,Halil Dervişoğlu,4,FWD,BRE,14,4500000,78472,WOL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14120,541,Halil,Dervişoğlu,Dervişoğlu,Halil Dervişoğlu,4,FWD,BRE,15,4500000,74793,NFO (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14121,541,Halil,Dervişoğlu,Dervişoğlu,Halil Dervişoğlu,4,FWD,BRE,16,4500000,72504,MCI (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14122,541,Halil,Dervişoğlu,Dervişoğlu,Halil Dervişoğlu,4,FWD,BRE,17,4500000,65828,TOT (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14123,541,Halil,Dervişoğlu,Dervişoğlu,Halil Dervişoğlu,4,FWD,BRE,18,4500000,64783,WHU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14124,541,Halil,Dervişoğlu,Dervişoğlu,Halil Dervişoğlu,4,FWD,BRE,19,4500000,64088,LIV (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14125,541,Halil,Dervişoğlu,Dervişoğlu,Halil Dervişoğlu,4,FWD,BRE,20,4500000,62994,BOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14126,541,Halil,Dervişoğlu,Dervişoğlu,Halil Dervişoğlu,4,FWD,BRE,21,4500000,62123,LEE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14127,541,Halil,Dervişoğlu,Dervişoğlu,Halil Dervişoğlu,4,FWD,BRE,22,4500000,60927,SOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14128,541,Halil,Dervişoğlu,Dervişoğlu,Halil Dervişoğlu,4,FWD,BRE,23,4500000,60411,ARS (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14129,541,Halil,Dervişoğlu,Dervişoğlu,Halil Dervişoğlu,4,FWD,BRE,24,4500000,59923,CRY (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14130,541,Halil,Dervişoğlu,Dervişoğlu,Halil Dervişoğlu,4,FWD,BRE,26,4500000,59108,FUL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14131,541,Halil,Dervişoğlu,Dervişoğlu,Halil Dervişoğlu,4,FWD,BRE,27,4500000,117482,EVE (A) / SOU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14132,541,Halil,Dervişoğlu,Dervişoğlu,Halil Dervişoğlu,4,FWD,BRE,28,4500000,58451,LEI (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14231,546,Luke,Harris,Harris,Luke Harris,3,MID,FUL,1,4500000,3082,LIV (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14232,546,Luke,Harris,Harris,Luke Harris,3,MID,FUL,2,4500000,4507,WOL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14233,546,Luke,Harris,Harris,Luke Harris,3,MID,FUL,3,4500000,4877,BRE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14234,546,Luke,Harris,Harris,Luke Harris,3,MID,FUL,4,4500000,4668,ARS (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
